label,text
"1","Уважаемые коллеги! Обратите внимание, что встреча по проекту перенесена на 11:00. Спасибо за понимание!"
"1","пожалуйста, восстановите доступ к вашей учетной записи, уважаемый клиент Southtrust"
"1","Здравствуйте! Спасибо всем за участие в встрече. Прикрепляю протокол с основными решениями и задачами."
"1","Доброго дня! Напоминаю о встрече по проекту завтра в 10:00. Будем рады видеть всех!"
"0","Надеюсь, все помнят, что мы завтра идем гулять??"
"1","Уважаемые коллеги! Пожалуйста, отправьте свои предложения для повестки дня нашей встречи в четверг"
"1","Доброго утра! Проект успешно завершен, и мы находимся на этапе внедрения. Подробности в приложении."
"1","Здравствуйте! Прикладываю промежуточный отчет по проекту. Пожалуйста, ознакомьтесь и дайте свои комментарии."
"0","Информация об ипотеке для вас! поиск ипотечного кредита вас расстроил?"
"1","Привет, команда! Напоминаю, что все задачи должны быть завершены к пятнице. Пожалуйста, проверьте свои статусы."
"1","Уважаемые коллеги! Предлагаю обсудить результаты нашего проекта на следующей встрече."
"1","Доброго дня, сообщение от ПМ. Мы успешно завершили первый этап проекта. Спасибо всем за отличную работу!"
"1","Привет, команда! Открыта регистрация на тренинг по управлению временем. Сама ссылка во вложении."
"1","банковская ошибка в вашу пользу. Ваучер для получения существенного ежемесячного дохода. Системы перевода доходов / распределительный центр. Ожидаемая сумма дохода: до 21 доллара США."
"0","бесплатная пошаговая презентация семинара программа для руководителей для богатых старших руководителей мультимедийная система продажи аннуитетов компакт-диск пошаговая презентация семинара эксклюзивная система маркетинга и ремаркетинга для потенциальных клиентов и клиентов * необходимо заключить договор через ppmg с нашими ведущими аннуитетными компаниями.  плюс очень специальное предложение от ppmg: поездка включает роскошную каюту на открытом воздухе для продюсера и гостя, а также авиабилеты до ближайшего города! * * * * по решению координатора поездок ppmg.  порты захода: или, пожалуйста, заполните форму ниже для получения дополнительной информации имя: адрес электронной почты: телефон: город: штат: мы не хотим, чтобы наши рассылки получал кто-либо, кто не желает их получать.  Это профессиональное сообщение, отправленное специалистам по страхованию.  быть удален из этого списка рассылки"
"0","новая акция: репортаж о падающих звездах - это смесь Вишну, но элегия, какая газета"
"1","Уважаемые коллеги! Напоминаем, что курс по проектному менеджменту начнется в понедельник. Не забудьте подготовить материалы."
"1","Здравствуйте! Пожалуйста, дайте обратную связь по недавнему тренингу. Это поможет нам улучшить качество обучения. Оставьте свой отзыв по ссылке ниже."
"1","Доброго утра! Внутри компании появились новые обучающие материалы по маркетингу. Ознакомьтесь с ними!"
"1","Уважаемые коллеги! Напоминаем, что сертификация по безопасности данных пройдет в конце месяца. Подготовьтесь заранее!"
"0","международные звонки всего за 33 цента за минуту без подписки, дорогой пользователь"
"0","профессиональная реклама, дорогой projecthoneypot @projecthoneypot. org: электронная почта – лучший инструмент роста. Мы предлагаем маркетинг с качественными услугами.  1 . целевой список, мы можем предоставить целевой список адресов электронной почты, который вам нужен"
"1","Привет, команда! Мы планируем командный выезд на природу в следующую субботу. Подробности позже!"
"0","Ваше сообщение на адрес:->info@rgbaz считается нежелательной массовой рассылкой. com считалась нежелательной массовой рассылкой по электронной почте (ube).  Тема: только ей. . .  Путь возврата: наш внутренний код для вашего сообщения: 01500-02/efl 6 nkzrotlw.  доставка письма остановлена!"""
"1","Поздравляем всех с успешным завершением проекта! Устраиваем небольшой праздник в пятницу."
"1","Уважаемые коллеги! Приглашаем всех участвовать в спортивных соревнованиях в следующую среду. Регистрация открыта до завтрашнего вечера! Успейте перейти по ссылке и зарегистрироваться."
"1","Напоминаем о корпоративном вечере, который состоится 20 числа в ресторане Солнечный. Ждем всех!"
"0","зарабатывайте в 20 раз больше, чем ваши коллеги. Системы маркетинга активов являются самой быстрорастущей организацией полевого маркетинга в страховой отрасли за последние четыре года.  в этом году мы разместим $1. 5 миллиардов премии"
"1","Привет, команда! Мы устраиваем тематическую вечеринку 80-е в конце месяца. Подробности скоро, в сообщениях с такой темой."
"1","Уважаемые коллеги! Обратите внимание, что с понедельника изменяется рабочий график для отдела продаж."
"0","Я подумаю над этим, спасибо за информацию!"
"0","Сегодня дождливо, пошли гулять лучше завтра."
"1","Здравствуйте! Внимательно ознакомьтесь с обновленной политикой компании, которая вступает в силу с 1 числа."
"1","Привет, команда! В субботу с 10:00 до 12:00 будет проводиться техническое обслуживание серверов. Просьба не подключаться удаленно!"
"0","Напоминаем о праздничных днях в этом месяце: 4 и 5 числа — выходные."
"1","Здравствуйте! Убедитесь, что ваша контактная информация актуальна в системе отдела по управлению персоналом."
"0","Привет, команда! Мы ищем идеи для улучшения внутренней коммуникации. Поделитесь своими мыслями!"
"1","Уважаемые коллеги! Пожалуйста, дайте обратную связь по проекту до конца недели."
"0","Мы проводим опрос о рабочей атмосфере в команде. Ваше мнение очень важно для нас!"
"0","Если у вас есть предложения по улучшению рабочих процессов, пожалуйста, напишите мне."
"1","Уважаемые коллеги! В конце месяца мы проведем оценку работы команды. Подготовьтесь к обсуждению!"
"1","Здравствуйте! Обратите внимание, что у нас временные проблемы с CRM-системой. Мы работаем над решением."
"0","Присоединяйтесь к числу самых успешных людей в мире. Преследуйте свои жизненные цели в бизнесе для себя, а не в одиночку.  работайте тогда и сколько хотите.  процесс из вашего дома из любой точки мира.  партнеры, зарабатывающие 5"
"1","Привет, команда! Нужна помощь с задачей по проекту. Если кто-то может помочь, дайте знать!"
"0","Го на новый фильм сходим. Билеты уже взял"
"1","Уважаемые коллеги! Проблема с доступом к документам решена. Все должно работать корректно."
"1","Информация из отдела ИТ! Работа над проблемой с сервером продолжается. Мы сообщим вам, как только все будет исправлено."
"1","Напоминаю о необходимости соблюдать сроки выполнения задач для предотвращения задержек. Для текущего проекта дедлайн - 19.10!"
"0","Поздравляем команду с успешным завершением проекта! Отличная работа!"
"1","коллеги! Подводим итоги квартала: достигнуты все ключевые показатели эффективности. Подробный отчет лежит на папке Отчет за второй квартал на нашем закрытом сетевом диске."
"1","Привет, команда! На следующей неделе мы наградим лучших сотрудников за достижения в этом квартале."
"0","Спасибо всем за усердную работу и вклад в общий успех нашей компании!"
"0","Рады сообщить о публикации результатов нашего исследования в журнале Наука и практика."
"1","Привет, команда! С понедельника внедряется новая система отчетности. Подробности на встрече."
"1","В выходные будет проведено обновление ПО на всех рабочих местах."
"0","понимание инвесторами консультации по нефти и газу теперь, когда нефть | и газ вошли в долгосрочную бычью фазу | рынок"
"0","Мы внедряем новые инструменты для повышения продуктивности команды."
"1","Возвращенное письмо: подробности см. в стенограмме. Исходное сообщение было получено в среду."
"0","бесплатная информация. начните свой собственный интернет-консалтинговый бизнес. Знаете ли вы, что четверо из десяти самых богатых людей страны так и не окончили колледж?  у них хватило смелости мечтать"
"1","Коллеги, важная информация! В связи с изменениями в структуре компании будут обновлены должностные инструкции."
"1","Уважаемые коллеги из Санкт-Петербурга! Ознакомьтесь с новой политикой удаленной работы, которая вступает в силу с 1 числа."
"0","уведомление о статусе доставки (сбой) следующее сообщение не удалось доставить.  причина проблемы: ошибка неизвестного адреса 550 - ' 5 . 1 . 1 неизвестный или незаконный псевдоним: gkoppmal@elp. рр. ком '"""
"1","Дорогой Роман! Поздравляем тебя с днем рождения! Желаем счастья и успехов во всех начинаниях!"
"1","Привет, Ирин! Удачи тебе на предстоящем собеседовании!"
"0","быстрая доставка роллов. новый сервис доставки по городу, теперь и в Орле"
"0","новое сообщение, привет"
"1","Здравствуйте, команда! Мы организуем тренинг по управлению проектами, который пройдет 15 числа в конференц-зале. Это отличная возможность улучшить свои навыки. Пожалуйста, зарегистрируйтесь до конца недели."
"1","Привет, коллеги! Прикладываю отчет о выполнении плана продаж за последний квартал. Обратите внимание на ключевые показатели и достижения. Ваши комментарии приветствуются!"
"1","ваша учетная запись может быть заблокирована уважаемый участник PayPal"
"1","Коллеги! Приглашаю вас на встречу, где мы обсудим новые идеи для маркетинговой стратегии. Встреча состоится в четверг в 14:00. "
"1","Мы планируем корпоративную поездку на конференцию по инновациям в бизнесе. Все желающие могут записаться до конца месяца."
"1","Обратите внимание, что сроки выполнения задач по проекту изменены. Новые даты указаны в приложении. Мы не успеваем! Пожалуйста, скорректируйте свои планы."
"0","Пожалуйста, примите участие в опросе о рабочей атмосфере в нашей команде. Ваше мнение очень важно для нас!"
"0","нужен художник-график? идите сюда.  думаете вдохнуть новую жизнь в свой бизнес?"
"1","Напоминаю, что дедлайн по проекту наступает через три дня. Пожалуйста, убедитесь, что все критичные таски закрыты."
"1","Мы организуем внутренний семинар по новым технологиям в IT сфере. Семинар пройдет в следующую среду. Все желающие могут зарегистрироваться."
"0","коммерциализация технологий НАСА, эй!"
"1","Уважаемые коллеги! Благодарим всех за участие в опросе. Результаты будут обсуждены на следующей встрече. Ваши мнения очень важны для нас!"
"0","Поздравляем всех с победой в конкурсе! Это результат нашей совместной работы и усилий."
"1","Здравствуйте! В нашей компании открыты новые вакансии. Если вы знаете подходящих кандидатов, пожалуйста, дайте знать специалистам из отдела кадров."
"1","Приглашаю вас на встречу для обсуждения бюджета на следующий год. Встреча состоится во вторник в 10:00."
"1","Мы участвуем в благотворительной акции и ищем волонтеров для помощи. Если вы хотите присоединиться, дайте знать!"
"1","В конце месяца мы подведем итоги работы команды и обсудим достижения. Подготовьте свои отчеты."
"0","я вижу тебя по модемному соединению, как дела"
"0","Мы дадим вам ответы на все ваши вопросы о лазерной коррекции зрения. есть большая вероятность, что вы выбросите свои очки и контактные линзы."
"0","давайте остановим безумие! все еще веришь, что можешь заработать 100 долларов"
"0","Подскажите, как сэкономить на длительном приеме лекарств более 70%"
"1","любопытный ?  870879228701464 тип контента: текст/обычный; содержание-перенос-кодирование: что происходит между матерью и дочерью в этих семьях"
"0","Йоу, дружище, привет-привет, как сам?"
"0","бесплатное телевидение - 100% легально, доброго дня вам, сэр"
"1","Рады сообщить о новых партнерах, с которыми мы начали сотрудничество. Это откроет новые возможности для нашего бизнеса"
"1","Привет, команда! Напоминаю о необходимости заполнить отчеты до конца недели. Это важно для нашей отчетности."
"1","Здравствуйте! У нас возникли проблемы с поставками материалов для проекта. Давайте обсудим возможные решения на встрече."
"1","ваш адрес электронной почты anvasetc-1111@groups. MSN. com не может быть доставлен. Вы отправили сообщение ниже неизвестной группе: anvasetc-1111@groups. MSN. com , чтобы проверить правильный адрес электронной почты группы , к которой вы принадлежите : 1 . перейдите на страницу Что нового группы.  2 . нажмите Настройки моей электронной почты в области инструментов в правом верхнем углу страницы.  чтобы узнать больше о группах MSN или получить дополнительную помощь"
"0","отчет об онлайн-играх специальный онлайн-выпуск инвестиционные новости и подробные отчеты о высоких темпах роста инвестиций в онлайн-игры: интервью с генеральным директором компании sновые технологии новые тенденции, за которыми стоит следить статистика отрасли: американцы и остальной мир становятся зависимыми от онлайн-игр? Аналитики прогнозируют, что онлайн-казино будут получать более 14 миллиардов долларов в год.  Акции игровых компаний могут взорваться!  прочитать полный отчет нажмите здесь!  включает в себя: профиль компании: Gaming Transactions Inc.  Эта публичная компания выглядит так, как будто у нее есть все необходимое, чтобы стать крупным игроком в мире онлайн-гемблинга. может ли это стать следующим вознаграждением для инвесторов? . . . больше рынка онлайн-гемблинга, учитывая скорость, с которой этот рынок расширяется по всей планете."
"0","По слухам, эти акции взлетят. Особая ситуация предупреждает о горячем выборе года. Холдинговая корпорация по восстановлению окружающей среды."
"0","мы ищем новых партнеров, таких как вы и ваша компания, мы ищем новых партнеров, таких как вы и ваша компания, независимо от того, хотите ли вы купить или продать"
"1","Привет, Георгий! Поздравляем тебя с успешным завершением стажировки! Желаем успехов в дальнейшей карьере!"
"1","Уважаемые коллеги! Открыта регистрация на курсы повышения квалификации по разработке на С++. Рекомендуется всем желающим! Регистрация по ссылке."
"0","Мы планируем корпоративное мероприятие и ищем ваши идеи и предложения. Пожалуйста, делитесь!"
"1","Наша компания запускает новые инициативы по улучшению качества обслуживания клиентов. Подробности будут позже."
"1","На следующей встрече обсудим успешные кейсы наших клиентов и извлеченные уроки. Встреча планируется во вторник в 13.00"
"0","Напоминаю о необходимости соблюдать процедуры безопасности на рабочем месте."
"1","Пожалуйста, дайте фидбек по новому продукту до конца недели. Ключевые проблемы: тестирование, планирование. Ваше мнение очень важно!"
"0","Антильские острова - райское место для отдыха!"
"1","Приглашаем вас ознакомиться с новыми трендами в нашем бизнесе и их влиянием на нашу работу."
"0","(без темы) дорогие наши гости спасибо за ваш почтенный визит!"
"0","инновационный и эффективный дизайн для вас! Адквин — это институт, занимающийся планированием и дизайном брендов для предприятий."
"1","Коллеги, Ознакомьтесь с графиком предстоящих мероприятий нашей компании на следующий месяц. Вся информация в файле во вложении к этому письму."
"0","Самая лучшая ипотека. Поиски ипотечного кредита вас расстроили?  Вы разочарованы и сбиты с толку всеми этими терминами и цитатами? "
"0","команда! Нам нужна помощь в организации конференции, которая пройдет в следующем месяце. Если кто-то хочет и может помочь, дайте знать!"
"0","4 по 1 форвардное дробление акций - заканчивается в понедельник, взгляните на эту информацию, которую я только что получил для финансовых услуг."
"0","мне нужна ваша помощь, дорогой сэр"
"0","Бесплатная оригинальная реклама карточек Звездные войны: создайте уникальную"
"0","Напоминаем всем сотрудникам компании о необходимости соблюдать правила внутреннего распорядка для поддержания комфортной рабочей атмосферы."
"0","хардкорный секс и оргии! нажмите здесь, чтобы увидеть нажмите здесь, чтобы увидеть нажмите здесь, чтобы увидеть * более 150"
"0","Мы ищем идеи для улучшения сервиса клиентов. Поделитесь своими идеями!"
"1","вот деньги, которые мы тебе должны, дорогой заявитель"
"0","Привет, Лена! Как насчет вечеринки в субботу? Будет весело! "
"1","Эй, Дима! Не забыл про наш поход в горы на следующей неделе?*"
"0","Я хочу быть вашим наставником — бесплатно. На этой неделе я показал более чем 60 людям, как получать более 20 регистраций каждую неделю. сколько это будет стоить для тебя?  позвольте мне наставлять вас. Я являюсь наставником бесплатно.  Я покажу вам, как получить 100 платных/за регистрацию/подписок легко. легко и не потратив ни цента на нормальную марку. проведение кампаний.  Я могу лично наставлять вас на мощной основе «один на один» и предоставить вам контактные данные тысяч людей, прошедших предварительную квалификацию, которые присоединятся к вашему бизнесу (на индивидуальных условиях).  Я заставлю ваш бизнес зарабатывать в 500 раз больше, чем сейчас, и это гарантия.  Я могу помочь всем типам автобусов/бизнеса. упс"
"0","финансовые возможности финансовых возможностей больше , чем когда - либо прежде . большинство тех, кто добивается успеха, не следуют правилам"
"1","Джули, информация о камере, привет. меня зовут Джули. я старшеклассник в Хьюстоне"
"0","ты не представляешь, я нашла ту книгу, о которой говорила."
"0","Привет, Катя! Давай встретимся на кофе в четверг?"
"0","Аня, ты уже посмотрела новый сериал? Надо обсудить!"
"0","Терра расследует отключения электроэнергии, интересно, а что если? покрасочный цех, есть еще один Тупак Шарук"
"0","Привет, Макс! Как твои дела? Давно не виделись!"
"1","Как прошел твой отпуск? Был в Греции? Жду фоток!"
"1","Даша, ты не забыла про наш концерт в пятницу?"
"1","уведомление о статусе доставки (сбой) — это автоматически создаваемое уведомление о статусе доставки.  Доставка следующим получателям не удалась. info@ereksononline.com"
"0","Привет, Ваня! Как ты там с учебой? Давай соберемся"
"0","тратите слишком много на свой телефонный счет? кристально чистая связь с неограниченным использованием междугородной связи по низкой фиксированной ставке!  теперь попробуйте это бесплатно!"
"1","Света, помнишь, мы планировали поездку? Когда едем?"
"1","Привет, Оля! Как твой новый проект? Надо встретиться в нашем любимом кафе и поговорить!"
"0","Эй, Рома! Ты не забыл про матч в воскресенье?"
"0","Привет, Юля! Как твоя кошка? Она уже подросла?"
"0","Как дела с твоим хобби? Давай поделимся опытом!"
"0","Саша, ты готова к нашему марафону на следующей неделе?"
"0","моя новая жизнь, привет"
"0","проверьте эти замечательные сниженные цены. о наших лекарствах.  Выбирайте удобные цены на качественные товары."
"1","Возвращенное письмо: подробности см. в стенограмме. Исходное сообщение было получено во вторник."
"1","Привет, Коля! Как там твоя новая работа в компании? Надо встретиться!"
"1","Как проходят твои занятия по танцам?"
"0","Привет, Алина! Ты уже пробовала новый ресторан в центре?"
"0","добавьте логотипы и мелодии на свой мобильный телефон +79890134561 вычеркните себя из нашего списка, нажав здесь, вам наскучил ваш мобильный телефон? это очень просто! никаких запутанных загрузок и установок. простая активация по телефону!  нажмите здесь, чтобы заказать"
"1","Эй, Артем! Как твои успехи в команде? Выиграли тот турнир? Давай встретимся!*"
"1","ты не забыла про наш план на выходные?"
"1","Вчера напился сильно, голова болит ( Так стыдно сейчас."
"1","Мне было плохо вчера, но хоть не вырвало. Сильно я тогда чудил?"
"1","Ваше сообщение на адрес: -> distmora@agro.com считается нежелательной массовой рассылкой. ком. ar считался нежелательной массовой рассылкой по электронной почте. Тема: только ему.  путь возврата: доставка письма остановлена!"
"0","Кирилл, как твои дела с музыкой? Давай поиграем вместе"
"0","Привет, Олег! Ты слышал последние новости о фильме?"
"1","Привет, Саша! Как вчера прошел твой день рождения? Жду фоток!"
"1",". отчет о сообщении со страницы контактов. проверьте доступные отчеты, которые вы хотели бы получать: будьте в курсе последних новостей"
"0","Даша, ты не хочешь сходить на кофе в эту пятницу?"
"0","Как там твоя новая тачка? Еще не развалилась?)"
"1","бизнес Центральный банк Нигерии отдел иностранных денежных переводов.  Площадь Тинубу"
"0","Эй, Марин, привет! Мы давно не виделись! Как у тебя дела?"
"0","Света, как твои успехи в изучении иностранных языков? Давай поговорим!"
"0","Лиды в реальном времени - без брокеров Ваше имя: адрес электронной почты: телефон: название компании: веб-сайт в Интернете: нажатие кнопки «Отправить» отправит ваш запрос на операцию по электронной почте или по телефону (206) 203-2737. Вы получили это электронное письмо, потому что вы являетесь зарегистрированным пользователь Latimes"
"1","Рома! Ты уже купил билеты на музыкальный концерт?"
"0","такой вопрос, а ты куришь?"
"1","Кать, как твой новый проект в школе?"
"0","Аня, ты не хочешь поехать со мной на выходные на дачу?"
"1","Как проходит твое обучение в Московском колледже? Надо встретиться!"
"0","Дима! Ты не забыл про нашу игру в настолки в субботу?"
"0","как твои успехи с фотосъемкой? Покажи свои работы, пж!"
"1","Привет! Ты уже выбрал место для нашей встречи?"
"0","Все еще рисуешь свои картины? Видел недавно, очень красиво получается!"
"0","Привет, Лера! Ты не хочешь сходить на художественную выставку в эти выходные?"
"0","последние новости о кабельном телевидении, доброго дня вам, сэр"
"0","вашему здоровью - путеводитель по интернет-аптекам"
"1","как прошел твой отпуск? Жду интересных историй"
"0","Как дела с твоими новыми рецептами? Придумала еще что-нибудь?"
"1","Я надеюсь, ты не забыла про наш план на воскресенье?"
"0","Предлагаю встретиться и поболеть за Факел!"
"0","Ты не ходила еще в новое кафе в нашем районе?"
"0","! Ты слышал о новом фильме с твоим любимым актером?"
"0","любое лекарство, чтобы ваша девочка была счастлива! твою девушку не устраивает твоя потенция? не жди, пока она найдет другого мужчину!"
"1","Как прошел твой день рождения в субботу — какие подарки получил и кто пришел на праздник?"
"1","уведомление о статусе доставки — эти получатели вашего сообщения были обработаны почтовым сервером: antonioacm@zipmail.com.br; неуспешный (почтовый ящик полон)"
"0","ты не хочешь встретиться на кофе в эту пятницу и обсудить наши планы на лето?"
"0","сигареты оптом! купить коробки сигарет оптом"
"0","узнайте секреты инвестирования в недвижимость уже сегодня!  твой друг и личный наставник"
"0","хорошо, понял тебя"
"1","Как там твоя новая работа — есть ли интересные проекты на горизонте?* "
"0","Софачка, приветик!!! Мы давно не виделись — как у тебя дела и что нового произошло за это время?"
"0","Кирилл, как дела с музыкой и новыми композициями — может запишем что-то вместе в студии?"
"1","Уважаемый Иван Петров, Мы хотим сообщить вам, что на вашем счете №123456789 произошли подозрительные транзакции. Пожалуйста, войдите в ваш интернет-банк, чтобы подтвердить их. Если вы не можете войти в систему, свяжитесь с нашей службой поддержки по телефону 8-800-555-35-35"
"1","Здравствуйте, Ольга Смирнова! Ваши результаты анализов готовы. Вы можете просмотреть их в личном кабинете на нашем сайте или записаться на консультацию к врачу. Если у вас есть вопросы, не стесняйтесь обращаться к нам по телефону 8-495-123-45-67"
"1","Ваше сообщение по адресу: -> distmatu@agro.com считается нежелательной массовой рассылкой. считался нежелательной массовой рассылкой по электронной почте. Тема: конфиденциальная информация.  путь возврата: доставка письма остановлена!"
"1","Уважаемый Алексей Кузнецов, Это подтверждение вашей записи на встречу с нотариусом 15 октября в 14:00. Пожалуйста, принесите все необходимые документы."
"0","Доказано, что чтение детям увеличивает их словарный запас"
"1","Ваши данные о зарплате за сентябрь 2023 года готовы. Вы можете скачать отчет через портал сотрудников. Если у вас есть вопросы или замечания, пожалуйста, напишите на hr@company.com"
"0","Привет! Как твои дела сегодня?"
"0","Очень крутое предложение, как сэкономить на лекарствах габион более 70%. Фармы выбирают хмель - успешный и проверенный способ сэкономить ваши секретные деньги."
"0","Удачного дня! Не забудь улыбаться!)"
"0","Как прошел твой выходной?"
"0","Какой фильм ты смотрел в последний раз?"
"0","Какой самый запоминающийся момент в твоей жизни?"
"0","А что тебя вдохновляет вообще?"
"1","Какой твой любимый способ расслабиться? Я могу тебе подсказать))"
"0","гарантированно восстановит ваши волосы.  3 вещи, которые вы должны знать о 1. 70 мужчин и женщин потеряли волосы.  2 . 70 мужчин и женщин попробовали новое открытие в области волшебства волос.  3 . У 70 мужчин и женщин волосы снова начали расти всего за 4 недели.  вот ваш шанс присоединиться к ним менее чем за 2 доллара в день!  чтобы заказать сейчас, нажмите здесь и посетите наш сайт"
"0","Какие книги ты читаешь сейчас?"
"0","Эта бесплатная 7-дневная пробная версия докажет, что вы можете подготовиться к пляжу."
"0","Ты любишь путешествовать? Куда бы хотел поехать?"
"0","Что бы ты изменил в мире, если бы мог?"
"0","Какой твой любимый праздник и почему?"
"0","Что бы ты изменила в мире, если бы могла?"
"0","умножайте свою клиентскую базу! дорогой пользовалатель"
"0","Тысячи компьютерных товаров уже в продаже!  Сеть компьютерных магазинов мы всегда доставляем идеальные результаты!"
"0","Поздравляем вас с 6 новыми регистрациями, мы гарантируем вам бесплатную регистрацию еще до того, как вы заплатите ни копейки! мы покажем вам деньги еще до того, как вы достанете кошелек. зарегистрируйтесь бесплатно и протестируйте нашу систему. никаких обязательств. нет ограничения по времени на тест-драйве. Наша система настолько мощна, что за первую неделю она привлекла в мою нижестоящую структуру более 400 человек.  Чтобы бесплатно зарегистрироваться и пройти тест-драйв, щелкните ссылку: внимание всей страны, привлеченное этой программой, придаст этой программе невероятный импульс!  не жди"
"0","Какой у тебя любимый музыкальный исполнитель?"
"0","рекламируйте свои продукты и услуги на тысячах тематических сайтов. просто лучший способ продавать в Интернете! "
"0","настройте свой компьютер с помощью системного механика, если вы хотите, чтобы электронные письма из реальных сетей попадали в ваш почтовый ящик, а не в папку нежелательной почты."
